,ID,Type,Language_1,Lexeme_1,Meaning_1,Direction,Language_2,Lexeme_2,Meaning_2
43893,shift3319, Polysemy,English,loud,loud,←,English,loud,loud
43894,shift3320, Polysemy,Ancient Greek,φάσκω,to speak,→,Ancient Greek,φάσκω,to promise
43895,shift3320, Polysemy,Croatian,riječ,word,→,Croatian,riječ,promise (n.)
43896,shift3320, Polysemy,Hungarian,szó,word,→,Hungarian,szó,promise (n.)
43897,shift3320, Polysemy,Ingush,дош,word,→,Ingush,дош,promise
43898,shift3320, Polysemy,Malagasy,mivòlana,to speak,→,Malagasy,mivòlana,to promise
43899,shift3320, Polysemy,Nganasan,буодя,to speak,→,Nganasan,буодя,to promise
43900,shift3320, Polysemy,Romanian,zice,to speak,→,Romanian,zice,(folk) to promise
43901,shift3320, Polysemy,Romanian,vorbă,word,→,Romanian,vorbă,"vow, promise"
43902,shift3320, Internal cognates,Russian,вещать,to speak,→,Russian,обещать,to promise
43903,shift3320, Polysemy,Russian,слово,word,→,Russian,слово,promise (n.)
43904,shift3320, Polysemy,Serbian,реч (reč),word,→,Serbian,реч (reč),promise (n.)
43905,shift3320, Polysemy,Turkish,söz,word,→,Turkish,söz,promise (n.)
43918,shift3321, Cognates,Russian,tihij,"quiet, gentle",—,Church Slavonic,тихїй,good minded
43920,shift3322, Polysemy,Erzya,ой,oil,—,Erzya,ой,resin
43922,shift3323, Polysemy,Chuvash,ăмăр,cloudy,→,Chuvash,ăмăр,sad
43923,shift3323, Polysemy,Erzya,нусманя,"sad, unhappy",→,Erzya,нусманя,gloomy
43924,shift3323, Polysemy,Khamnigan Mongol,bürke-,to become cloudy,→,Khamnigan Mongol,bürke-,"to be offended, upset, sad"
43925,shift3323, Polysemy,Romanian,posomorît,sad,—,Romanian,posomorît,cloudy
43926,shift3323, Polysemy,Romanian,sur,cloudy,→,Romanian,sur,gloomy
43927,shift3323, Internal cognates,Russian,пасмурный,cloudy,—,Russian,смурной,sad
43928,shift3323, Polysemy,Vietnamese,ảm đam,cloudy,—,Vietnamese,ảm đam,sad
43936,shift3324, Polysemy,Erzya,нуднемс,"to tell fortune (with a spindle, or a bean on a thred)",→,Erzya,нуднемс,to be idle
43938,shift3325, Polysemy,Erzya,нильгема,swallowing,→,Erzya,нильгема,angina
43940,shift3326, Polysemy,Erzya,нерь,beak,—,Erzya,нерь,"muzzle, nozzle"
43942,shift3327, Polysemy,Erzya,нерь,beak,—,Erzya,нерь,spike
43943,shift3327, Polysemy,Javanese,cocor,"beak, bill",→,Javanese,cocor,roof-tip point at the end of the ridgepole; bottom part of a kris sheath
43946,shift3328, Polysemy,Erzya,неемс,to see,→,Erzya,неемс,to acquire
43948,shift3329, Polysemy,Erzya,нардамс,"to wipe off, to dry (tears, sweat)",→,Erzya,нардамс,to row
43950,shift3330, Polysemy,Erzya,набой,courageous,→,Erzya,набой,quick
43952,shift3331, Polysemy,Erzya,мендямс,"to bend, to curve",→,Erzya,мендямс,"to deceive, to lie"
43953,shift3331, Polysemy,Russian,загнуть (zagnut'),"to crease, to fold",→,Russian,загнуть (zagnut'),to lie
43954,shift3331, Polysemy,Turkish,kıvır-,"to curl, wind, bend, fold",→,Turkish,kıvır-,"to deceive, tell lies"
43958,shift3332, Polysemy,Erzya,куштазь,mouldy,→,Erzya,куштазь,angry
43959,shift3333, Polysemy,Ancient Greek,ζέω,to boil,→,Ancient Greek,ζέω,to boil (of passion)
43960,shift3333, Polysemy,English,boil,(with reference to a liquid) reach or cause to reach the temperature at which it bubbles and turns to vapour,→,English,boil,(of a person or strong emotion) be stirred up
43961,shift3333, Polysemy,Erzya,лакамс,to boil,→,Erzya,лакамс,to worry
43962,shift3333, Polysemy,German,kochen,"to boil (intransitive), to cook, to prepare food",→,German,kochen,"to be stirred up or agitated, especially with anger"
43963,shift3333, Polysemy,Indonesian,mendidih,to boil (intr.),→,Indonesian,mendidih,to seethe with rage
43964,shift3333, Polysemy,Italian,bollire,to boil (intr.),→,Italian,bollire,"being agitated, burning, shivering with a violent but repressed feeling"
43965,shift3333, Polysemy,Khmer,pruəc,to boil (intr.),→,Khmer,pruəc,to  to experience or feel a sudden (pang of) emotion; to have a sudden desire for
43966,shift3333, Polysemy,Komi,пуны,to boil (intr.),→,Komi,пуны,"to worry, be agitated"
43967,shift3333, Polysemy,Meadow Mari,шолаш,to boil (intr.),→,Meadow Mari,шолаш,"to to be consumed by any feeling, passion; to resent"
43968,shift3333, Cognates,Old Church Slavonic,кꙑпѣти (kypěti),to boil (intr.),→,Sanskrit,kup,"to be moved or excited or agitated; to swell, heave or boil with rage or emotion, be angry, be angry with"
43969,shift3333, Polysemy,Portuguese,ferver,to boil (intr.),→,Portuguese,ferver,"to worry, be agitated"
43970,shift3333, Polysemy,Russian,кипятиться (kipjatit'sja),to boil (intr.),→,Russian,кипятиться (kipjatit'sja),"to get excited; flare up, fume; get steamed up, lose one's cool"
43971,shift3333, Polysemy,Tamil,puẓuṅku,to boil gently,→,Tamil,puẓuṅku,to be hot with anger
43972,shift3333, Polysemy,Thai,dʉ̀at,(a liquid) to boil,→,Thai,dʉ̀at,"to be boiling (mad), in a rage"
43973,shift3333, Derivation,Turkish,kayna-,to boil (intr.),→,Turkish,kaynaşma,"excitement, uproar, agitation"
43974,shift3333, Polysemy,Waray,alimbukád,to boil (intr.),→,Waray,alimbukád,to become agitated
43991,shift3334, Polysemy,Ancient Greek,ψυχρός,cold,→,Ancient Greek,ψυχρός,"imaginary, groundless"
43993,shift3335, Polysemy,Ancient Greek,χείρ,hand,→,Ancient Greek,χείρ,"handful (of people), group, detachment"
43995,shift3336, Polysemy,Ancient Greek,χείρ,hand,→,Ancient Greek,χείρ,"violent measures, force"
43996,shift3336, Polysemy,Burmese,лэ'йòун,arm below the elbow,→,Burmese,лэ'йòун,force
43997,shift3336, Polysemy,Lao,mɨ́ː,"arm, hand",→,Lao,mɨ́ː,"strength/force/power; influence, authority"
44001,shift3337, Polysemy,Ancient Greek,πῖαρ,fat,→,Ancient Greek,πῖαρ,cream
44002,shift3337, Polysemy,Basque,kipurra-,cream of milk,—,Basque,kipurra-,"grease, fat"
44005,shift3338, Polysemy,Ancient Greek,πικρός,"sharp, sharp pointed",→,Ancient Greek,πικρός,"deplorable, grievous"
44007,shift3339, Polysemy,Ancient Greek,πηνίον,"spindle, sguttle",→,Ancient Greek,πηνίον,"geometer, geometrid"
44009,shift3340, Polysemy,Ancient Greek,σκαιός,left,→,Ancient Greek,σκαιός,western
44011,shift3341, Polysemy,Ancient Greek,τέρᾰς,a miraculous sign,→,Ancient Greek,τέρᾰς,monster
44012,shift3341, Polysemy,Latin,monstrum,sign,→,Latin,monstrum,monster
44015,shift3342, Polysemy,Ancient Greek,συναλλᾰγή,exchange,→,Ancient Greek,συναλλᾰγή,"talks, negotiation"
44017,shift3343, Polysemy,Erzya,марявикс,loud,→,Erzya,марявикс,sensitive; perciptibe (pain)
44019,shift3344, Polysemy,Erzya,лопа,leaf (plant),→,Erzya,лопа,"rouble (obs., fig.)"
44021,shift3345, Polysemy,Komi,беръявны,to break; to break off edges after turning inside out,—,Komi,беръявны,to be able
44023,shift3346, Polysemy,Komi,ан,palate,—,Komi,ан,gum
44025,shift3347, Polysemy,Komi,айка,father in law,—,Komi,айка,"evil spirit, supernatural being"
44026,shift3348, Polysemy,Ancient Greek,ἥλιος,sun,→,Ancient Greek,ἥλιος,"east, dawn"
44028,shift3349, Polysemy,Ancient Greek,ἕως,"dawn, sunrise",→,Ancient Greek,ἕως,day
44030,shift3350, Polysemy,Ancient Greek,ζόφος,"gloom, darkness",→,Ancient Greek,ζόφος,"dawn, west"
44031,shift3351, Polysemy,Ancient Greek,ἴς,muscle,→,Ancient Greek,ἴς,"force, power"
44033,shift3352, Polysemy,Ancient Greek,κάμπτω,"to bow, to bend",→,Ancient Greek,κάμπτω,to subdue
44034,shift3352, Polysemy,Indonesian,bekuk,to bend,→,Indonesian,bekuk,to win
44037,shift3353, Polysemy,Ancient Greek,καλλύνω,to decorate,—,Ancient Greek,καλλύνω,to clean
44038,shift3354, Polysemy,Ancient Greek,καλλύνω,to decorate,→,Ancient Greek,καλλύνω,"med. хвастаться, гордиться"
44040,shift3355, Polysemy,Ancient Greek,κάρηνον,head,→,Ancient Greek,κάρηνον,top
44041,shift3355, Polysemy,Ancient Greek,κάρᾱ,head,→,Ancient Greek,κάρᾱ,face
44044,shift3356, Polysemy,Ancient Greek,καταβαίνω,to descend,→,Ancient Greek,καταβαίνω,to stop
44045,shift3357, Polysemy,Ancient Greek,καταβαίνω,to descend,→,Ancient Greek,καταβαίνω,to himiliate
44046,shift3357, Polysemy,Italian,scendere,to go down,→,Italian,scendere,"to humble, to abase"
44047,shift3357, Polysemy,Italian,abbassarsi,to go down,→,Italian,abbassarsi,to assume a position of humility or subjection; to humble oneself; to stoop [+ a (object)]
44051,shift3358, Polysemy,Ancient Greek,κατᾴδω,to sing to,→,Ancient Greek,κατᾴδω,"to charm, appease by singing"
44052,shift3358, Polysemy,Latin,"canto, -are",to sing,→,Latin,"canto, -are","to sing (incantations), to charm by spells or incantations, bewitch; to prosuce by incantations"
44053,shift3358, Polysemy,Old Irish,cétal,"song, singing",→,Old Irish,cétal,"spell, incantation"
44057,shift3359, Polysemy,Adyghe,еон,"to strike, hit",→,Adyghe,еон,to bite (of snake)
44058,shift3359, Polysemy,Amharic,ṭäḳḳa,"'to strike, hit (a bell or phonolith to make it ring)'",—,Amharic,ṭäḳḳa,"'to bite (dog, wile animal, snake)'"
44059,shift3359, Polysemy,Ancient Greek,κόπτω,"to beat, to hit",→,Ancient Greek,κόπτω,to bite (snake)
44063,shift3360, Polysemy,Ancient Greek,κέρας,horn,→,Ancient Greek,κέρας,armlet
44064,shift3361, Polysemy,Ancient Greek,κέρας,horn,→,Ancient Greek,κέρας,"flank, wing"
44066,shift3362, Polysemy,Alekano,geľekaƀe,to hear,—,Alekano,geľekaƀe,to know
44067,shift3362, Polysemy,Ancient Greek,κλύω,to hear,→,Ancient Greek,κλύω,"to have heard or learnt, know (pres. with pf. sense)"
44068,shift3362, Polysemy,Awa (New Guinea),iro,to hear,—,Awa (New Guinea),iro,to know
44069,shift3362, Polysemy,Awiyaana,enisa,to hear,—,Awiyaana,enisa,to know
44070,shift3362, Polysemy,Benabena,kehéli,to hear,—,Benabena,kehéli,to know
44071,shift3362, Polysemy,Bulgarian,подочуя,to hear / to listen,→,Bulgarian,подочуя,"to to have heard smth, to learn some information"
44072,shift3362, Polysemy,Daga,anuiwan,to hear,—,Daga,anuiwan,to know
44073,shift3362, Polysemy,Dano,gél,to hear,—,Dano,gél,to know
44074,shift3362, Derivation,Erzya,марямс,to hear / to listen,→,Erzya,марямс-кулямс,"to have heard smth, to learn some information"
44075,shift3362, Polysemy,Fasu,kairaka,to hear,—,Fasu,kairaka,to know
44076,shift3362, Polysemy,Folopa,osai,to hear,—,Folopa,osai,to know
44077,shift3362, Polysemy,Fore,bi,to hear,—,Fore,bi,to know
44078,shift3362, Polysemy,Gadsup,inde'u,to hear,—,Gadsup,inde'u,to know
44079,shift3362, Derivation,Gamilaraay,winanga-li,to hear / to listen,→,Gamilaraay,winanga-y,to know
44080,shift3362, Polysemy,Gimi,he,to hear,—,Gimi,he,to know
44081,shift3362, Polysemy,Hungarian,hall,to hear / to listen,→,Hungarian,hall,to know
44082,shift3362, Polysemy,Inoke-Yate,hav,to hear,—,Inoke-Yate,hav,to know
44083,shift3362, Polysemy,Kamano,ntähi,to hear,—,Kamano,ntähi,to know
44084,shift3362, Polysemy,Kariyarra,wanyaparri,to hear / to listen,—,Kariyarra,wanyaparri,to know / be knowledgeable
44085,shift3362, Polysemy,Keuw,kéi-nô,to hear,—,Keuw,kéi-nô,to know
44086,shift3362, Polysemy,Komi,кывлыны,to hear / to listen,→,Komi,кывлыны,"to have heard smth, to learn some information"
44087,shift3362, Polysemy,Korowai,dɑ'bɑ:'l̪e:,to hear,—,Korowai,dɑ'bɑ:'l̪e:,to know
44088,shift3362, Polysemy,Kui (Indonesia),magˈi,to hear,—,Kui (Indonesia),magˈi,to know
44089,shift3362, Polysemy,Kuman (New Guinea),puřukua,to hear,—,Kuman (New Guinea),puřukua,to know
44090,shift3362, Polysemy,Ngaanyatjarra,kulilku,to hear,—,Ngaanyatjarra,kulilku,to know / be knowledgeable
44091,shift3362, Polysemy,Ngarluma,wanyaparri(-ku),to hear / to listen,→,Ngarluma,wanyaparri(-ku),to know
44092,shift3362, Polysemy,North Tairoa,iri,to hear,—,North Tairoa,iri,to know
44093,shift3362, Polysemy,Orejón,asaji,to hear,—,Orejón,asaji,to know
44094,shift3362, Polysemy,Pitjantjatjara,kulini ,to hear / to listen,→,Pitjantjatjara,kulini ,to know about
44095,shift3362, Polysemy,Sawila,liteˈmaina,to hear,—,Sawila,liteˈmaina,to know
44096,shift3362, Polysemy,Serbian,чути (čuti),to hear / to listen,→,Serbian,чути (čuti),"to have heard or learnt, know"
44097,shift3362, Polysemy,Suyá,ku-mba ,to listen,→,Suyá,ku-mba ,to know
44098,shift3362, Polysemy,Takia,-loŋ,"to hear, to listen, to understand",→,Takia,-loŋ,to know
44099,shift3362, Polysemy,Tatar,ишетү,to hear / to listen,→,Tatar,ишетү,to know
44100,shift3362, Polysemy,Tokano,geľekaƀe,to hear,—,Tokano,geľekaƀe,to know
44101,shift3362, Polysemy,Wagaya,larr- ,to hear,→,Wagaya,larr- ,to know
44102,shift3362, Polysemy,Waorani,ẽyẽ,to hear,—,Waorani,ẽyẽ,to know
44103,shift3362, Polysemy,Warlpiri,purda-nyanyi,to hear / to listen,→,Warlpiri,purda-nyanyi,to know
44104,shift3362, Polysemy,Wathawurrung,ngarrwa,to hear,—,Wathawurrung,ngarrwa,to know / be knowledgeable
44105,shift3362, Polysemy,Yagaria,haví,to hear,—,Yagaria,haví,to know
44106,shift3362, Polysemy,Yaweyuha,aľo eľekaze,to hear,—,Yaweyuha,aľo eľekaze,to know
44107,shift3362, Polysemy,Yawuru,langka- ,to hear,→,Yawuru,langka- ,to know
44108,shift3362, Derivation,Yuwaalaraay,winanga-li,to hear / to listen,→,Yuwaalaraay,winanga-y,to know
44109,shift3362, Polysemy,Yuwaalayaay,winanga-li,to hear / to listen,→,Yuwaalayaay,winanga-y,to know
44110,shift3362, Polysemy,Yuwana (Hodï),ãku,to hear,—,Yuwana (Hodï),ãku,to know
44156,shift3363, Polysemy,Ancient Greek,λιάζομαι,"to withdraw, to leave",→,Ancient Greek,λιάζομαι,"to capsize, to fall"
44157,shift3364, Derivation,Ancient Greek,ἀσπίς,shield,→,Ancient Greek,ἐπ᾽ ἀσπίδα,to the left
44159,shift3365, Polysemy,Ancient Greek,ἔγχος,spear,→,Ancient Greek,ἔγχος,sword
44160,shift3365, Cognates,Central Siberian Yupik,pana,spear [also verbal],→,Greenlandic Inuit,pana,"large knife, sword"
44161,shift3365, Internal cognates,Evenki,tutekēn,(Podkanemmaya Tinguska) spear,—,Evenki,tutekēn,sword
44162,shift3365, Polysemy,Kaingang,rɔŋro,spear,—,Kaingang,rɔŋro,sword
44163,shift3365, Polysemy,Kemie,piɛʔ.33,spear,—,Kemie,piɛʔ.33,sword
44164,shift3365, Polysemy,Udi,k'орди,spear,—,Udi,k'орди,sable
44165,shift3365, Polysemy,Wapishana,čʰipʰirari,spear,—,Wapishana,čʰipʰirari,sword
44166,shift3365, Polysemy,Yao (Tanzania),lipanga,spear,—,Yao (Tanzania),lipanga,sword
44175,shift3366, Polysemy,Ancient Greek,ἔγχος,spear,→,Ancient Greek,ἔγχος,arrow
44176,shift3366, Syncretism,Rutul,гьаьл,spear,—,Rutul,гьаьл,arrow
44177,shift3367, Polysemy,Amharic,däffar,"bold, intrepid, daring",→,Amharic,däffar,"impertinent, impudent, disrespectful"
44178,shift3367, Polysemy,Ancient Greek,ἴτης,"courageous, brave",—,Ancient Greek,ἴτης,impudent
44179,shift3367, Polysemy,Ancient Greek,θαρσᾰλέος,"brave, courageous",—,Ancient Greek,θαρσᾰλέος,impudent
44180,shift3367, Polysemy,Ancient Greek,ἀναιδής,"bold, courageous",—,Ancient Greek,ἀναιδής,"shameless, impudent"
44181,shift3367, Polysemy,Ancient Greek,θρᾰσύς,"courageous, brave",—,Ancient Greek,θρᾰσύς,impudent
44182,shift3367, Polysemy,English,bold,fearless and daring,→,English,bold,immodest or impudent
44183,shift3367, Polysemy,Irish Gaelic,dana,brave,→,Irish Gaelic,dana,insolent
44191,shift3368, Polysemy,Ancient Greek,αὐχήν,neck,—,Ancient Greek,αὐχήν,"gorge, ravine, mountain passage"
44193,shift3369, Polysemy,Amharic,angät,neck,→,Amharic,angät,narrow pass between two mountains
44194,shift3369, Polysemy,Ancient Greek,αὐχήν,neck,—,Ancient Greek,αὐχήν,strait
44197,shift3370, Polysemy,Ancient Greek,κῠβεύω,to play dice,→,Ancient Greek,κῠβεύω,"to risk, to set on stake"
44198,shift3370, Derivation,Hungarian,kockáz(ik),to gamble,→,Hungarian,kockáztat,to risk
44201,shift3371, Polysemy,Ancient Greek,τᾰνύω,to pull,→,Ancient Greek,τᾰνύω,to rule
44202,shift3372, Polysemy,Ancient Greek,μᾰλᾰκός,soft,→,Ancient Greek,μᾰλᾰκός,quiet
44203,shift3372, Polysemy,Tzotzil,k’un,soft (adj.),—,Tzotzil,k’un,quiet (vs. loud)
44206,shift3373, Polysemy,Ancient Greek,μᾰλᾰκός,soft,→,Ancient Greek,μᾰλᾰκός,"light, weak"
44207,shift3373, Polysemy,Botlikh,гьунай,soft (adj.),→,Botlikh,гьунай,not strong (of tobacco)
44208,shift3374, Polysemy,Ancient Greek,μᾰλᾰκός,soft,→,Ancient Greek,μᾰλᾰκός,complacent
44210,shift3375, Polysemy,Ancient Greek,μᾰλᾰκός,soft,→,Ancient Greek,μᾰλᾰκός,"timid, coward"
44212,shift3376, Polysemy,Ancient Greek,μέγας,"big, large",→,Ancient Greek,μέγας,"strong, mighty"
44213,shift3376, Semantic evolution,Middle English,big,"Of living beings: Of great strength or power; strong, stout, mighty",→,English,big,"Of great size, bulk, or extent; large"
44214,shift3376, Polysemy,Selkup,варг ~ варӷ,big,—,Selkup,варг ~ варӷ,strong
44218,shift3377, Polysemy,Ancient Greek,μέγας,"big, large",→,Ancient Greek,μέγας,arrogant
44220,shift3378, Derivation,Ancient Greek,μήτηρ,mother,→,Ancient Greek,μήτρα,queen (bee)
44221,shift3378, Polysemy,Bulgarian,majka,mother,→,Bulgarian,majka,queen bee
44222,shift3378, Derivation,Gamilaraay,gunii,mother,→,Gamilaraay,guniinii,queen native bee
44223,shift3378, Derivation,Lower Sorbian,matka,mother (obs.),→,Lower Sorbian,matka,queen bee
44224,shift3378, Polysemy,Romanian,mamă,mother,→,Romanian,mamă,queen (bee)
44225,shift3378, Polysemy,Rutul,нин,mother,→,Rutul,нин,queen (bee)
44226,shift3378, Derivation,Yuwaalaraay,gunii,mother,→,Yuwaalaraay,guniinii,queen native bee
44227,shift3378, Derivation,Yuwaalayaay,gunii,mother,→,Yuwaalayaay,guniinii,queen native bee
44228,shift3379, Polysemy,Ancient Greek,νέφος,cloud,→,Ancient Greek,νέφος,gloom
44230,shift3380, Motivation,Ancient Greek,"νύξ, νυκτός",night,→,Ancient Greek,νυκτερίς,bat
44231,shift3380, Motivation,Azerbaijani,gecə,night,→,Azerbaijani,gecəquşu,bat (Microchiroptera)
44232,shift3380, Motivation,Karelian,üö,night,→,Karelian,yökkö,bat (Microchiroptera)
44233,shift3380, Motivation,Russian,ночь (noč'),night,→,Russian,ночник (nočnik),(dialect) bat
44238,shift3381, Derivation,Ancient Greek,χείρ,hand,→,Ancient Greek,χειροήθης,"domestic, tame"
44239,shift3381, Derivation,Russian,рука (ruka),"hand, arm",→,Russian,ручной (ručnoj),tame
44240,shift3382, Polysemy,Ancient Greek,ἱδρώς,"sweat, perspiration",→,Ancient Greek,ἱδρώς,hard work
44241,shift3382, Polysemy,Croatian,znoj,sweat,→,Croatian,znoj,work (n.)
44242,shift3382, Polysemy,Hungarian,izzad,to sweat,→,Hungarian,izzad,"to work hard, to get tired from difficult work"
44243,shift3382, Polysemy,Serbian,зноj (znoj),sweat,→,Serbian,зноj (znoj),work (n.)
44244,shift3383, Polysemy,Ancient Greek,καινός,new,→,Ancient Greek,καινός,"strange, surprising"
44245,shift3383, Polysemy,Yuwaalaraay,guliyaan,new,—,Yuwaalaraay,guliyaan,strange
44248,shift3384, Polysemy,Ancient Greek,κρυερός,cold,→,Ancient Greek,κρυερός,fearful
44249,shift3384, Polysemy,Serbian,хладан (hladan),cold,→,Serbian,хладан (hladan),"fearful, dreadful"
44252,shift3385, Polysemy,Ancient Greek,κύκλος,circle,→,Ancient Greek,κύκλος,"(in plural κύκλοι, rarely in sg.) eye-balls, eyes"
44254,shift3386, Polysemy,Ancient Greek,κύκλος,circle,→,Ancient Greek,κύκλος,year
44256,shift3387, Polysemy,Ancient Greek,καταυλέω,to play on the flute,→,Ancient Greek,καταυλέω,to charm by flute-playing (also metaphorical)
44258,shift3388, Polysemy,Ancient Greek,κατατείνω,"to stretch, draw tight",→,Ancient Greek,κατατείνω,"to rack, torture"
44259,shift3388, Derivation,Church Slavonic,тѩгати,to pull,→,Church Slavonic,изтѩзати,to torture
44262,shift3389, Polysemy,Church Slavonic,изтѩзати,to ask,—,Church Slavonic,изтѩзати,to torture
44263,shift3389, Cognates,Polish,pytać,to ask,—,Russian,пытать,to torture
44266,shift3390, Polysemy,Buriat,hула,weak,→,Buriat,hула,not strong (of liquid or smell)
44267,shift3390, Polysemy,English,weak,weak,→,English,weak,
44268,shift3390, Polysemy,Russian,слабый (slabyj),weak,→,Russian,слабый (slabyj),weak
44269,shift3390, Polysemy,Serbian,слаб (slab),weak,→,Serbian,слаб (slab),not strong (of liquid or smell)
44274,shift3391, Polysemy,French,léger,light,→,French,léger,"weak (wine, coffee, tea)"
44275,shift3391, Syncretism,Irish Gaelic,éadrom,light (of weight),→,Irish Gaelic,éadrom,not strong (of liquid or smell)
44276,shift3391, Polysemy,Russian,лёгкий,light (of weight),→,Russian,лёгкий,weak (of wine)
44280,shift3392, Polysemy,Ancient Greek,στόμα,mouth,→,Ancient Greek,στόμα,abyss
44281,shift3392, Polysemy,Polish,czeluść,"jaw, chaps",→,Polish,czeluść,abyss
44282,shift3392, Polysemy,Russian,past',mouth,←,Russian,past',abyss
44283,shift3392, Borrowing,Upper Sorbian,khlama,"muzzle, chaps",←,German,Klamme,oat
44288,shift3393, Polysemy,Italian,baratro,abyss,→,Italian,baratro,hell
44289,shift3393, Derivation,Lithuanian,pragarmė,abyss,→,Lithuanian,prãgaras,hell
44290,shift3393, Polysemy,Spanish,abismo,abyss,→,Spanish,abismo,hell
44294,shift3394, Derivation,Ancient Greek,χαίνω,"to gape, to open wide",→,Ancient Greek,χάος,"the primordial state of existence;he nether abyss, infinite darkness, joined with Ἔρεβος  (in afterworld)"
44296,shift3395, Polysemy,Russian,ад (ad),hell,→,Russian,ад (ad),"mouth, chaps, throat"
44298,shift3396, Polysemy,Komi-Permyak,ад,hell,→,Komi-Permyak,ад,(derogatory) glutton
44299,shift3396, Polysemy,Lithuanian,prãgaras,hell,→,Lithuanian,prãgaras,glutton
44300,shift3396, Polysemy,Russian,ад (ad),hell,→,Russian,ад (ad),(dialect) glutton
44304,shift3397, Derivation,French,plaque,flat sheet,→,French,armure à plaques,plate armour
44305,shift3397, Derivation,German,Platte,flat object,→,German,Plattenpanzer,plate armour
44306,shift3397, Derivation,Italian,piastra,"plate, metal plate",→,Italian,armatura a piastre,plate armour
44307,shift3397, Derivation,Mandarin Chinese,bǎn (板),flat object,→,Mandarin Chinese,bǎn jiǎ (板甲),plate armour
44308,shift3397, Derivation,Modern Greek,πλάκα,"slab, tile, flat plate",→,Modern Greek,πανοπλία με πλάκες,plate armour
44309,shift3397, Derivation,Spanish,placa,"plate, metal sheet",→,Spanish,armadura de placas,plate armour
44316,shift3398, Polysemy,Farsi,جان jān,wind,—,Farsi,جان jān,soul
44317,shift3398, Derivation,Hungarian,szél,wind,→,Hungarian,szellem,"soul, spirit"
44318,shift3398, Derivation,Ossetian,wad,wind,→,Ossetian,ūd,soul
44322,shift3399, Polysemy,Osetin,wajyn,to run,→,Osetin,wajyn,to come out
44324,shift3400, Polysemy,Catalan,illa,island,→,Catalan,illa,city block
44325,shift3400, Polysemy,French,îlot,small island,→,French,îlot,city block
44328,shift3401, Derivation,Aromanian,broascã,frog,→,Aromanian,broascã tsãstoasã,"tortoise, turtle"
44329,shift3401, Derivation,Avar,къверкъ,"frog, toad",→,Avar,щурункъверкъ,"tortoise, turtle"
44330,shift3401, Derivation,Azerbaijani,qurbağa,frog,←,Azerbaijani,bağa,"tortoise, turtle"
44331,shift3401, Derivation,Bashkir,баҡа,frog,→,Bashkir,ташбаҡа,"tortoise, turtle"
44332,shift3401, Derivation,Danish,padde,amphibian,→,Danish,skildpadde,"tortoise, turtle"
44333,shift3401, Derivation,Dutch,pad,frog,—,Dutch,schildpad,"tortoise, turtle"
44334,shift3401, Derivation,Estonian,konn,frog,—,Estonian,kilpkonn,"tortoise, turtle"
44335,shift3401, Derivation,Finnish,konna,toad,—,Finnish,kilpikonna,"tortoise, turtle"
44336,shift3401, Derivation,Galician,sapo,toad,—,Galician,sapoconcho,"tortoise, turtle"
44337,shift3401, Derivation,German,Kröte,toad,→,German,Schildkröte,"tortoise, turtle"
44338,shift3401, Derivation,Hungarian,béka,frog,→,Hungarian,teknősbéka,"tortoise, turtle"
44339,shift3401, Derivation,Icelandic,skjöldur,frog,—,Icelandic,skjaldbaka,"tortoise, turtle"
44340,shift3401, Derivation,Kazakh,бақа,frog,—,Kazakh,тасбақа,"tortoise, turtle"
44341,shift3401, Derivation,Kubachi,хIитIа,frog,→,Kubachi,вахъчиб хIитIа,"tortoise, turtle"
44342,shift3401, Derivation,Kyrghyz,бака,frog,→,Kyrghyz,ташбака,"tortoise, turtle"
44343,shift3401, Derivation,Latvian,rupucis,frog,→,Latvian,bruņurupucis,"tortoise, turtle"
44344,shift3401, Derivation,Low German,padde,toad,—,Low German,schiltpadde,"tortoise, turtle"
44345,shift3401, Derivation,Mongolian (Khalkha),мэлхий (melxiy),frog,→,Mongolian (Khalkha),яст мэлхий (yast melxiy),"tortoise, turtle"
44346,shift3401, Cognates,Mongolian (Khalkha),melxiy,frog,—,Buriat,melxei,"tortoise, turtle"
44347,shift3401, Cognates,Ossetian,хӕфс (xæfs) / хӕфсӕ (xæfsæ),frog,—,Farsi,kašaf,"tortoise, turtle"
44348,shift3401, Derivation,Romanian,broască,frog,—,Romanian,broască-țestoasă,"tortoise, turtle"
44349,shift3401, Cognates,Romanian,broască,frog,—,Albanian,breshkë,tortoise
44350,shift3401, Polysemy,Turkish,bağa,frog,—,Turkish,bağa,"tortoise, turtle"
44351,shift3401, Derivation,Udmurt,бака,"frog, toad",—,Udmurt,избака,"tortoise, turtle"
44352,shift3401, Derivation,Uighur,paqa,frog,→,Uighur,tashpaqa,"tortoise, turtle"
44353,shift3401, Derivation,Uzbek,baqa,frog,→,Uzbek,toshbaqa,"tortoise, turtle"
44354,shift3401, Polysemy,West Frisian,podde,toad,→,West Frisian,skyldpod,"tortoise, turtle"
44382,shift3402, Polysemy,English,liberty,freedom,→,English,liberty,an area in which regalian right was revoked and where the land was held by a mesne lord (i.e. an area in which rights reserved to the king had been devolved into private hands). It later became a unit of local government administration
44383,shift3402, Cognates,Old East Slavic,свобода,freedom,→,Old East Slavic,слобода,"village, settlement"
44386,shift3403, Polysemy,Jewish Aramaic,ḥarīp,sharp,→,Jewish Aramaic,ḥarīp,"of full strength, potent (beverage, wine, medicine)"
